id,title,genre,poster,imdbrating,year
1450,eXistenZ,Action Sci-Fi,eXistenZ.jpg,6.8,1999
1451,Eye of the Beholder,Thriller,EyeoftheBeholder.jpg,5.1,1999
1452,Eyes Wide Shut,Drama Mystery Thriller,EyesWideShut.jpg,7.4,1999
1453,Fantasia 2000,Animation Children Musical IMAX,Fantasia2000.jpg,7.2,1999
1454,Fight Club,Action Crime,FightClub.jpg,8.8,1999
1455,Flawless,Drama,Flawless.jpg,6.5,1999
1456,For Love of the Game,Comedy,ForLoveoftheGame.jpg,6.6,1999
1457,Forces of Nature,Comedy,ForcesofNature.jpg,5.4,1999
1458,Galaxy Quest,Adventure Comedy Sci-Fi,GalaxyQuest.jpg,7.3,1999
1459,Ghost Dog The Way of the Samurai,Crime Drama,GhostDogTheWayoftheSamurai.jpg,7.5,1999
1460,Girl Interrupted,Drama,GirlInterrupted.jpg,7.3,1999
1461,Go,Comedy Crime,Go.jpg,7.2,1999
1462,Godzilla 2000,Sci-Fi,Godzilla2000.jpg,6.1,1999
1463,House on Haunted Hill,Horror Thriller,HouseonHauntedHill.jpg,5.6,1999
1464,Idle Hands,Comedy Horror,IdleHands.jpg,6.2,1999
1465,Inspector Gadget,Action Adventure Children Comedy,InspectorGadget.jpg,4.1,1999
1466,Jawbreaker,Comedy,Jawbreaker.jpg,5.7,1999
1467,Jin Roh The Wolf Brigade,Animation Fantasy Thriller,JinRohTheWolfBrigade.jpg,7.4,1999
1468,Lake Placid,Horror Thriller,LakePlacid.jpg,5.7,1999
1469,Magnolia,Drama,Magnolia.jpg,8,1999
1470,Man on the Moon,Comedy,ManontheMoon.jpg,7.4,1999
1471,Mansfield Park,Comedy,MansfieldPark.jpg,7.1,1999
1472,Message in a Bottle,Romance,MessageinaBottle.jpg,6.3,1999
1473,Mickey Blue Eyes,Comedy,MickeyBlueEyes.jpg,5.8,1999
1474,Mr. Death The Rise and Fall of Fred A. LeuchterJr.,Documentary,Mr.DeathTheRiseandFallofFredA.LeuchterJr..jpg,7.5,1999
1475,Mumford,Comedy,Mumford.jpg,6.8,1999
1476,Muppets From Space,Children Comedy,MuppetsFromSpace.jpg,6.3,1999
1477,Mystery Men,Action Comedy Fantasy,MysteryMen.jpg,6.1,1999
1478,Never Been Kissed,Comedy,NeverBeenKissed.jpg,6.1,1999
1479,Notting Hill,Comedy,NottingHill.jpg,7.1,1999
1480,October Sky,Drama,OctoberSky.jpg,7.8,1999
1481,Office Space,Comedy Crime,OfficeSpace.jpg,7.7,1999
1482,Pushing Tin,Comedy,PushingTin.jpg,6,1999
1483,Random Hearts,Drama Romance,RandomHearts.jpg,5.3,1999
1484,Ravenous,Horror Thriller,Ravenous.jpg,7,1999
1485,Runaway Bride,Comedy,RunawayBride.jpg,5.1,1999
1486,She's All That,Comedy,She'sAllThat.jpg,5.3,1999
1487,Simply Irresistible,Comedy Fantasy Romance,SimplyIrresistible.jpg,4.8,1999
1488,Star Wars Episode I - The Phantom Menace,Action Sci-Fi,StarWarsEpisodeI-ThePhantomMenace.jpg,6.2,1999
1489,Stir of Echoes,Horror,StirofEchoes.jpg,6.6,1999
1490,Stuart Little,Adventure Comedy Family Fantasy,StuartLittle.jpg,5.5,1999
1491,Summer of Sam,Crime Romance Thriller,SummerofSam.jpg,6.2,1999
1492,Superstar,Comedy,Superstar.jpg,4.4,1999
1493,Tea with Mussolini,War,TeawithMussolini.jpg,6.6,1999
1494,The Astronaut's Wife,Drama Sci-Fi Thriller,TheAstronaut'sWife.jpg,4.8,1999
1495,The Blair Witch Project,Drama Horror Thriller,BlairWitchProjectThe.jpg,6.5,1999
1496,The Bone Collector,Crime,TheBoneCollector.jpg,6.4,1999
1497,The Boondock Saints,Action,TheBoondockSaints.jpg,7.8,1999
1498,The General's Daughter,Drama Mystery Thriller,TheGeneral'sDaughter.jpg,6,1999
1499,The Green Mile,Crime Fantasy Mystery,TheGreenMile.jpg,8.4,1999
1500,The Haunting,Fantasy Horror Mystery Thriller,TheHaunting.jpg,4.4,1999
1501,The Hurricane,Biography Drama Sport,TheHurricane.jpg,7.3,1999
1502,The Insider,Biography Drama Thriller,TheInsider.jpg,7.8,1999
1503,The Iron Giant,Animation Children Drama Sci-Fi,IronGiantThe.jpg,8,1999
1504,The King of Comedy,Comedy,KingofComedyThe.jpg,7.3,1999
1505,The Limey,Crime,TheLimey.jpg,6.9,1999
1506,The Matrix,Action Sci-Fi,TheMatrix.jpg,8.7,1999
1507,The Messenger The Story of Joan of Arc,Adventure Biography Drama History War,TheMessengerTheStoryofJoanofArc.jpg,6,1999
1508,The Ninth Gate,Mystery Thriller,TheNinthGate.jpg,6.4,1999
1509,The Out-of-Towners,Comedy,TheOut-of-Towners.jpg,4.8,1999
1510,The Sixth Sense,Drama Mystery Thriller,TheSixthSense.jpg,8,1999
1511,The Story of Us,Comedy,TheStoryofUs.jpg,5.5,1999
1512,The Straight Story,Biography Drama,TheStraightStory.jpg,7.8,1999
1513,The Talented Mr. Ripley,Crime,TheTalentedMr.Ripley.jpg,7.1,1999
1514,The Thirteenth Floor,Mystery Sci-Fi Thriller,TheThirteenthFloor.jpg,6.6,1999
1515,The Thomas Crown Affair,Crime Romance Thriller,TheThomasCrownAffair.jpg,6.4,1999
1516,The Virgin Suicides,Drama Romance,TheVirginSuicides.jpg,6.9,1999
1517,The World Is Not Enough,Action,TheWorldIsNotEnough.jpg,6,1999
1518,Three Kings,War,ThreeKings.jpg,6.9,1999
1519,Toy Story 2,Animation Fantasy,ToyStory2.jpg,7.8,1999
1520,Varsity Blues,Comedy Sport,VarsityBlues.jpg,6,1999
1521,Wild Wild West,Action Western,WildWildWest.jpg,4.2,1999
1522,Wing Commander,Sci-Fi,WingCommander.jpg,3.5,1999
1523,54,Drama,54.jpg,5.9,1998
1524,20 Dates,Comedy,20Dates.jpg,5.4,1998
1525,9 1-2 Weeks,Drama Romance,91-2Weeks.jpg,3.9,1998
1526,A Bug's Life,Animation Children Comedy,Bug'sLifeA.jpg,7.2,1998
1527,A Civil Action,Drama,CivilActionA.jpg,6.6,1998
1528,A Perfect Murder,Thriller,PerfectMurderA.jpg,6.5,1998
1529,American History X,Crime Drama,AmericanHistoryX.jpg,8.5,1998
1530,Antz,Animation Children Comedy Fantasy,Antz.jpg,6.5,1998
1531,Apt Pupil,Drama Thriller,AptPupil.jpg,6.7,1998
1532,Armageddon,Action Romance Sci-Fi Thriller,Armageddon.jpg,6.7,1998
1533,Babe Pig in the City,Adventure Children Drama,BabePigintheCity.jpg,5.7,1998
1534,Babylon 5 In the Beginning,Adventure Sci-Fi,Babylon5IntheBeginning.jpg,7.7,1998
1535,BASEketball,Comedy,BASEketball.jpg,6.5,1998
1536,Black Cat White Cat,Comedy,BlackCatWhiteCat.jpg,8.1,1998
1537,Blade,Horror,Blade.jpg,7.1,1998
1538,Blues Brothers 2000,Action Comedy Musical,BluesBrothers2000.jpg,4.9,1998
1539,Bride of Chucky,Comedy Horror Thriller,BrideofChucky.jpg,5.4,1998
1540,Buffalo '66,Drama Romance,Buffalo'66.jpg,7.5,1998
1541,Bulworth,Comedy,Bulworth.jpg,6.8,1998
1542,Can't Hardly Wait,Comedy,Can'tHardlyWait.jpg,6.5,1998
1543,Celebrity,Comedy,Celebrity.jpg,6.3,1998
1544,Central Station,Drama,CentralStation.jpg,8,1998
1545,City of Angels,Drama Fantasy Romance,CityofAngels.jpg,6.7,1998
1546,Croupier,Crime Drama,Croupier.jpg,7.1,1998
1547,Dark City,Adventure Film-Noir Sci-Fi Thriller,DarkCity.jpg,7.6,1998
1548,Dead Man on Campus,Comedy,DeadManonCampus.jpg,6.1,1998
1549,Deep Impact,Drama Sci-Fi Thriller,DeepImpact.jpg,6.2,1998
1550,Deep Rising,Sci-Fi,DeepRising.jpg,6.1,1998
1551,Dirty Work,Comedy,DirtyWork.jpg,6.5,1998
1552,Doctor Dolittle,Adventure Children Musical,DoctorDolittle.jpg,5.4,1998
1553,Dr. Dolittle,Comedy,Dr.Dolittle.jpg,5.4,1998
1554,Elizabeth,Drama,Elizabeth.jpg,7.4,1998
1555,Enemy of the State,Action Thriller,EnemyoftheState.jpg,7.3,1998
1556,Ever After A Cinderella Story,Comedy,EverAfterACinderellaStory.jpg,7,1998
1557,Fallen,Crime Drama Fantasy Thriller,Fallen.jpg,7,1998
1558,Fear and Loathing in Las Vegas,Adventure Comedy,FearandLoathinginLasVegas.jpg,7.6,1998
1559,Gia,Drama Romance,Gia.jpg,7,1998
1560,Great Expectations,Drama Romance,GreatExpectations.jpg,6.9,1998
1561,Half Baked,Comedy,HalfBaked.jpg,6.7,1998
1562,Happiness,Comedy,Happiness.jpg,7.7,1998
1563,He Got Game,Drama,HeGotGame.jpg,6.9,1998
1564,Holy Man,Comedy,HolyMan.jpg,4.9,1998
1565,I Still Know What You Did Last Summer,Horror Mystery Thriller,IStillKnowWhatYouDidLastSummer.jpg,4.7,1998
1566,Jane Austen's Mafia!,Comedy Crime,JaneAusten'sMafia!.jpg,5.7,1998
1567,Krippendorf's Tribe,Comedy,Krippendorf'sTribe.jpg,5,1998
1568,Lethal Weapon 4,Comedy Crime,LethalWeapon4.jpg,6.6,1998
1569,Major League Back to the Minors,Comedy,MajorLeagueBacktotheMinors.jpg,4.6,1998
1570,Meet Joe Black,Romance,MeetJoeBlack.jpg,7.2,1998
1571,Mercury Rising,Action Drama Thriller,MercuryRising.jpg,6.2,1998
1572,Mighty Joe Young,Adventure Children Drama,MightyJoeYoung.jpg,5.6,1998
1573,Next Stop Wonderland,Comedy,NextStopWonderland.jpg,6.6,1998
1574,Night at the Roxbury,Comedy,NightattheRoxburyA.jpg,6.3,1998
1575,Out of Sight,Comedy Crime Romance Thriller,OutofSight.jpg,7,1998
1576,Palmetto,Crime Romance Thriller,Palmetto.jpg,6.1,1998
1577,Patch Adams,Comedy,PatchAdams.jpg,6.8,1998
1578,Paulie,Adventure Children Comedy,Paulie.jpg,6.5,1998
1579,Pi,Drama Sci-Fi Thriller,Pi.jpg,7.4,1998
1580,Playing by Heart,Drama Romance,PlayingbyHeart.jpg,7,1998
1581,Pleasantville,Comedy Fantasy,Pleasantville.jpg,7.5,1998
1582,Practical Magic,Drama Fantasy Mystery Romance,PracticalMagic.jpg,6.3,1998
1583,Primary Colors,Comedy,PrimaryColors.jpg,6.6,1998
1584,Ringu,Horror Mystery Thriller,Ringu.jpg,7.2,1998
1585,Ronin,Action Adventure Crime Thriller,Ronin.jpg,7.1,1998
1586,Rounders,Crime,Rounders.jpg,7.1,1998
1587,Run Lola Run,Crime,RunLolaRun.jpg,7.5,1998
1588,Rush Hour,Action,RushHour.jpg,5.3,1998
1589,Rushmore,Comedy,Rushmore.jpg,7.5,1998
1590,Saving Private Ryan,War,SavingPrivateRyan.jpg,8.4,1998
1591,Sex and the City,Comedy,SexandtheCity.jpg,6.6,1998
1592,Shakespeare in Love,Comedy,ShakespeareinLove.jpg,6.9,1998
1593,Simon Birch,Comedy,SimonBirch.jpg,6.6,1998
1594,Six Days Seven Nights,Action Romance,SixDaysSevenNights.jpg,5.3,1998
1595,Six-String Samurai,Action Drama Music Sci-Fi,Six-StringSamurai.jpg,6.4,1998
1596,Sliding Doors,Comedy Fantasy Romance,SlidingDoors.jpg,6.4,1998
1597,Small Soldiers,Action Family Sci-Fi,SmallSoldiers.jpg,5.7,1998
1598,Smoke Signals,Comedy,SmokeSignals.jpg,6.9,1998
1599,Snake Eyes,Crime Mystery Thriller,SnakeEyes.jpg,5.5,1998
1600,Soldier,Sci-Fi,Soldier.jpg,5.5,1998
1601,Sphere,Drama Mystery Sci-Fi Thriller,Sphere.jpg,5.5,1998
1602,Star Trek Insurrection,Sci-Fi,StarTrekInsurrection.jpg,6,1998
1603,Stepmom,Comedy,Stepmom.jpg,6.4,1998
1604,The Big Hit,Action Thriller,TheBigHit.jpg,5.7,1998
1605,The Big Lebowski,Comedy Crime,TheBigLebowski.jpg,8,1998
1606,The Faculty,Horror,FacultyThe.jpg,6.5,1998
1607,The Man in the Iron Mask,Action Adventure,TheManintheIronMask.jpg,6,1998
1608,The Mask of Zorro,Action Romance Thriller Western,TheMaskofZorro.jpg,6.4,1998
1609,The Negotiator,Action Mystery Thriller,TheNegotiator.jpg,7.1,1998
1610,The Object of My Affection,Comedy,TheObjectofMyAffection.jpg,5.5,1998
1611,The Prince of Egypt,Animation Biography Drama Family Fantasy Musical,ThePrinceofEgypt.jpg,6.6,1998
1612,The Red Violin,Drama Music Mystery Romance,TheRedViolin.jpg,7.5,1998
1613,The Replacement Killers,Action,TheReplacementKillers.jpg,5.7,1998
1614,The Rugrats Movie,Animation Musical,TheRugratsMovie.jpg,5.5,1998
1615,The Siege,Action Thriller,TheSiege.jpg,6,1998
1616,The Thin Red Line,War,TheThinRedLine.jpg,7.3,1998
1617,The Truman Show,Comedy Sci-Fi,TheTrumanShow.jpg,8,1998
1618,The Waterboy,Comedy Sport,TheWaterboy.jpg,5.7,1998
1619,There's Something About Mary,Comedy,There'sSomethingAboutMary.jpg,6.9,1998
1620,Urban Legend,Horror,UrbanLegend.jpg,5.1,1998
1621,Vampires,Horror,Vampires.jpg,5.7,1998
1622,Very Bad Things,Comedy Crime,VeryBadThings.jpg,6,1998
1623,Waking Ned Devine,Comedy,WakingNedDevine.jpg,7.1,1998
1624,What Dreams May Come,Drama Fantasy Romance,WhatDreamsMayCome.jpg,6.6,1998
1625,Wild Things,Crime,WildThings.jpg,6.2,1998
1626,You've Got Mail,Comedy,You'veGotMail.jpg,6.2,1998
1627,Zero Effect,Crime Mystery Thriller,ZeroEffect.jpg,6.6,1998
1628,A Life Less Ordinary,Romance Thriller,LifeLessOrdinaryA.jpg,6.4,1997
1629,Absolute Power,Mystery Thriller,AbsolutePower.jpg,6.7,1997
1630,Addicted to Love,Comedy,AddictedtoLove.jpg,6.1,1997
1631,Air Force One,Action Thriller,AirForceOne.jpg,6.5,1997
1632,Alien Resurrection,Sci-Fi,AlienResurrection.jpg,6.2,1997
1633,Amistad,Drama Mystery,Amistad.jpg,7.3,1997
1634,An American Werewolf in Paris,Comedy Horror Romance Thriller,AmericanWerewolfinParisAn.jpg,5.1,1997
1635,Anaconda,Action Thriller,Anaconda.jpg,4.8,1997
1636,Anastasia,Animation Children Drama Musical,Anastasia.jpg,7.2,1997
1637,As Good as It Gets,Comedy,AsGoodasItGets.jpg,7.7,1997
1638,Austin Powers International Man of Mystery,Action Comedy,AustinPowersInternationalManofMystery.jpg,7,1997
1639,Batman & Robin,Action Adventure Fantasy Thriller,Batman&Robin.jpg,3.7,1997
1640,Bean,Comedy,Bean.jpg,6.5,1997
1641,Beverly Hills Ninja,Action Comedy,BeverlyHillsNinja.jpg,5.6,1997
1642,Boogie Nights,Drama,BoogieNights.jpg,7.9,1997
1643,Booty Call,Comedy,BootyCall.jpg,5.4,1997
1644,Breakdown,Action Thriller,Breakdown.jpg,6.9,1997
1645,Chasing Amy,Comedy,ChasingAmy.jpg,7.2,1997
1646,Clockwatchers,Comedy,Clockwatchers.jpg,6.5,1997
1647,Con Air,Action Thriller,ConAir.jpg,6.9,1997
1648,Conspiracy Theory,Drama Mystery Romance Thriller,ConspiracyTheory.jpg,6.7,1997
1649,Cop Land,Action Crime,CopLand.jpg,6.9,1997
1650,Dante's Peak,Action Thriller,Dante'sPeak.jpg,5.9,1997
1651,Deconstructing Harry,Comedy,DeconstructingHarry.jpg,7.4,1997
1652,Donnie Brasco,Crime Drama,DonnieBrasco.jpg,7.7,1997
1653,Event Horizon,Horror,EventHorizon.jpg,6.7,1997
1654,Fierce Creatures,Comedy,FierceCreatures.jpg,6.4,1997
1655,Flubber,Children Comedy Fantasy,Flubber.jpg,5.3,1997
1656,Fools Rush In,Comedy,FoolsRushIn.jpg,6.1,1997
1657,For Richer or Poorer,Comedy,ForRicherorPoorer.jpg,5.8,1997
1658,G.I. Jane,Action Drama,G.I.Jane.jpg,5.9,1997
1659,Gattaca,Drama Sci-Fi Thriller,Gattaca.jpg,7.8,1997
1660,Good Will Hunting,Drama Romance,GoodWillHunting.jpg,8.3,1997
1661,Grosse Pointe Blank,Comedy Crime Romance,GrossePointeBlank.jpg,7.3,1997
1662,Hercules,Animation Children Comedy Musical,Hercules.jpg,7.3,1997
1663,Home Alone 3,Children Comedy,HomeAlone3.jpg,4.5,1997
1664,I Know What You Did Last Summer,Horror Mystery Thriller,IKnowWhatYouDidLastSummer.jpg,5.7,1997
1665,In & Out,Comedy,In&Out.jpg,6.4,1997
1666,In the Company of Men,Comedy,IntheCompanyofMen.jpg,7.2,1997
1667,Inventing the Abbotts,Drama Romance,InventingtheAbbotts.jpg,6.4,1997
1668,Jackie Brown,Crime,JackieBrown.jpg,7.5,1997
1669,Jungle2Jungle,Children Comedy,Jungle2Jungle.jpg,5.2,1997
1670,Kiss the Girls,Crime Thriller,KisstheGirls.jpg,6.6,1997
1671,L.A. Confidential,Crime Film-Noir Mystery Thriller,L.A.Confidential.jpg,8.2,1997
1672,Liar Liar,Comedy,LiarLiar.jpg,6.9,1997
1673,Life Is Beautiful,Comedy War,LifeIsBeautiful.jpg,8.6,1997
1674,Lolita,Drama Romance,Lolita.jpg,6.9,1997
1675,Lost Highway,Crime Drama Fantasy Film-Noir Mystery Romance,LostHighway.jpg,7.6,1997
1676,Mad City,Action Drama,MadCity.jpg,6.3,1997
1677,Men in Black,Action Comedy Sci-Fi,MeninBlack.jpg,7.3,1997
1678,Midnight in the Garden of Good and Evil,Crime,MidnightintheGardenofGoodandEvil.jpg,6.6,1997
1679,Mimic,Horror,Mimic.jpg,5.9,1997
1680,Mortal Kombat Annihilation,Action Adventure Fantasy,MortalKombatAnnihilation.jpg,3.7,1997
1681,Mr. Nice Guy,Action Comedy,Mr.NiceGuy.jpg,6.2,1997
1682,Mrs. Brown,Drama Romance,Mrs.Brown.jpg,7.2,1997
1683,My Best Friend's Wedding,Comedy,MyBestFriend'sWedding.jpg,6.3,1997
1684,My Life in Pink,Comedy,MyLifeinPink.jpg,7.6,1997
1685,Neon Genesis Evangelion The End of Evangelion,Animation Sci-Fi,NeonGenesisEvangelionTheEndofEvangelion.jpg,8.1,1997
1686,No Man's Land,War,NoMan'sLand.jpg,7.2,1997
1687,Nothing to Lose,Action Crime,NothingtoLose.jpg,6.7,1997
1688,Open Your Eyes,Drama Romance Sci-Fi Thriller,OpenYourEyes.jpg,7.8,1997
1689,Orgazmo,Comedy,Orgazmo.jpg,6.2,1997
1690,Perfect Blue,Animation Thriller,PerfectBlue.jpg,8,1997
1691,Picture Perfect,Comedy,PicturePerfect.jpg,5.5,1997
1692,Prefontaine,Drama,Prefontaine.jpg,6.8,1997
1693,Princess Mononoke,Animation,PrincessMononoke.jpg,8.4,1997
1694,Private Parts,Comedy,PrivateParts.jpg,6.9,1997
1695,Scream 2,Horror,Scream2.jpg,5.7,1997
1696,Selena,Biography Drama Music,Selena.jpg,6.4,1997
1697,Seven Years in Tibet,Adventure Biography Drama History War,SevenYearsinTibet.jpg,6.6,1997
1698,Shooting Fish,Comedy Crime Romance,ShootingFish.jpg,6.2,1997
1699,Smilla's Sense of Snow,Sci-Fi,Smilla'sSenseofSnow.jpg,6,1997
1700,Spawn,Action Horror,Spawn.jpg,4.6,1997
1701,Speed 2 Cruise Control,Action Crime Romance Thriller,Speed2CruiseControl.jpg,3,1997
1702,Spice World,Comedy Family Music,SpiceWorld.jpg,2.6,1997
1703,Starship Troopers,Action Sci-Fi War,StarshipTroopers.jpg,6.9,1997
1704,The Apostle,Drama,TheApostle.jpg,6.9,1997
1705,The Borrowers,Adventure Comedy Family Fantasy,TheBorrowers.jpg,5.3,1997
1706,The Devil's Advocate,Drama Mystery Thriller,TheDevil'sAdvocate.jpg,7.3,1997
1707,The Devil's Own,Action Thriller,TheDevil'sOwn.jpg,5.7,1997
1708,The Edge,Action,TheEdge.jpg,6.6,1997
1709,The Fifth Element,Sci-Fi,TheFifthElement.jpg,7.5,1997
1710,The Full Monty,Comedy Music,TheFullMonty.jpg,6.9,1997
1711,The Game,Drama Mystery Thriller,TheGame.jpg,7.5,1997
1712,The Ice Storm,Drama,TheIceStorm.jpg,7.3,1997
1713,The Jackal,Action Adventure Crime Thriller,TheJackal.jpg,6,1997
1714,The Lost World Jurassic Park,Sci-Fi,TheLostWorldJurassicPark.jpg,6.2,1997
1715,The Man Who Knew Too Little,Action Thriller,TheManWhoKnewTooLittle.jpg,6.2,1997
1716,The Peacemaker,Action Thriller,ThePeacemaker.jpg,5.5,1997
1717,The Postman,Sci-Fi,ThePostman.jpg,5.5,1997
1718,The Rainmaker,Crime,TheRainmaker.jpg,6.9,1997
1719,The Saint,Action Adventure Romance Sci-Fi Thriller,TheSaint.jpg,5.7,1997
1720,The Spanish Prisoner,Drama Mystery Thriller,TheSpanishPrisoner.jpg,7.1,1997
1721,The Sweet Hereafter,Drama,TheSweetHereafter.jpg,7.5,1997
1722,Titanic,Drama Romance,Titanic.jpg,7.5,1997
1723,Tomorrow Never Dies,Action,TomorrowNeverDies.jpg,6.2,1997
1724,Volcano,Sci-Fi,Volcano.jpg,4.8,1997
1725,Wag the Dog,Comedy,WagtheDog.jpg,6.9,1997
1726,101 Dalmatians,Adventure Children Comedy,101Dalmatians.jpg,5.7,1996
1727,101 Dalmatians,Animation Children,101Dalmatians.jpg,5.7,1996
1728,2 Days in the Valley,Crime Film-Noir,2DaysintheValley.jpg,6.5,1996
1729,Aladdin and the King of Thieves,Animation Children Comedy Fantasy Musical Romance,AladdinandtheKingofThieves.jpg,6.4,1996
1730,All Dogs Go to Heaven 2,Animation Children Fantasy Musical Romance,AllDogsGotoHeaven2.jpg,5.5,1996
1731,Barb Wire,Action Sci-Fi,BarbWire.jpg,3.3,1996
1732,Basquiat,Drama,Basquiat.jpg,6.9,1996
1733,Beautiful Girls,Comedy,BeautifulGirls.jpg,7.1,1996
1734,Beavis and Butt-Head Do America,Animation Comedy Crime,BeavisandButt-HeadDoAmerica.jpg,6.8,1996
1735,Big Bully,Comedy,BigBully.jpg,4.7,1996
1736,Big Night,Comedy,BigNight.jpg,7.3,1996
1737,Bio-Dome,Comedy,Bio-Dome.jpg,4.5,1996
1738,Bloodsport 2,Action,Bloodsport2.jpg,4.8,1996
1739,Bottle Rocket,Adventure Comedy Crime Romance,BottleRocket.jpg,7,1996
1740,Bound,Crime Drama Romance Thriller,Bound.jpg,7.3,1996
1741,Breaking the Waves,Drama Mystery,BreakingtheWaves.jpg,7.8,1996
1742,Broken Arrow,Action Thriller,BrokenArrow.jpg,6,1996
1743,Celtic Pride,Comedy,CelticPride.jpg,5.3,1996
1744,City Hall,Drama Thriller,CityHall.jpg,6.2,1996
1745,Courage Under Fire,Action Crime War,CourageUnderFire.jpg,6.6,1996
1746,D3 The Mighty Ducks,Children Comedy,D3TheMightyDucks.jpg,5.5,1996
1747,Daylight,Action Thriller,Daylight.jpg,5.9,1996
1748,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy Crime,Don'tBeaMenacetoSouthCentralWhileDrinkingYourJuiceintheHood.jpg,6.6,1996
1749,Down Periscope,Comedy,DownPeriscope.jpg,6.2,1996
1750,Dragonheart,Action Adventure Fantasy,Dragonheart.jpg,6.5,1996
1751,Eraser,Action Drama Thriller,Eraser.jpg,6.1,1996
1752,Escape from L.A.,Action Thriller,EscapefromL.A..jpg,5.8,1996
1753,Everyone Says I Love You,Comedy Musical Romance,EveryoneSaysILoveYou.jpg,6.7,1996
1754,Evita,Drama Musical,Evita.jpg,6.3,1996
1755,Executive Decision,Action Thriller,ExecutiveDecision.jpg,6.4,1996
1756,Fear,Thriller,Fear.jpg,6.3,1996
1757,Feeling Minnesota,Drama Romance,FeelingMinnesota.jpg,5.4,1996
1758,First Kid,Children Comedy,FirstKid.jpg,5.2,1996
1759,Fled,Action Adventure,Fled.jpg,5.4,1996
1760,Flirting With Disaster,Comedy,FlirtingWithDisaster.jpg,6.7,1996
1761,Fly Away Home,Adventure Children,FlyAwayHome.jpg,6.8,1996
1762,Freeway,Comedy Crime,Freeway.jpg,6.8,1996
1763,From Dusk Till Dawn,Action Comedy Horror Thriller,FromDuskTillDawn.jpg,7.2,1996
1764,Hamlet,Crime Drama Romance,Hamlet.jpg,7.7,1996
1765,Happy Gilmore,Comedy,HappyGilmore.jpg,7,1996
1766,Harriet the Spy,Children Comedy,HarriettheSpy.jpg,5.9,1996
1767,Hellraiser Bloodline,Sci-Fi,HellraiserBloodline.jpg,5.2,1996
1768,High School High,Comedy,HighSchoolHigh.jpg,5.6,1996
1769,Homeward Bound II Lost in San Francisco,Adventure Children,HomewardBoundIILostinSanFrancisco.jpg,5.9,1996
1770,Independence Day,Action Thriller,IndependenceDay.jpg,7,1996
1771,James and the Giant Peach,Animation Children Fantasy Musical,JamesandtheGiantPeach.jpg,6.7,1996
1772,Jerry Maguire,Drama Romance,JerryMaguire.jpg,7.3,1996
1773,Jingle All the Way,Children Comedy,JingleAlltheWay.jpg,5.6,1996
1774,Joe's Apartment,Comedy Fantasy Musical,Joe'sApartment.jpg,5.5,1996
1775,Jude,Drama,Jude.jpg,6.9,1996
1776,Kazaam,Children Comedy Fantasy,Kazaam.jpg,3,1996
1777,Kids in the Hall Brain Candy,Comedy,KidsintheHallBrainCandy.jpg,6.9,1996
1778,Kingpin,Comedy,Kingpin.jpg,6.9,1996
1779,Kolya,Comedy,Kolya.jpg,7.8,1996
1780,Larger Than Life,Comedy,LargerThanLife.jpg,5.7,1996
1781,Lawnmower Man 2 Beyond Cyberspace,Action Sci-Fi,LawnmowerMan2BeyondCyberspace.jpg,2.5,1996
1782,Lone Star,Drama Mystery Western,LoneStar.jpg,7.4,1996
1783,Looking for Richard,Documentary Drama,LookingforRichard.jpg,7.3,1996
1784,Mars Attacks!,Action Comedy Sci-Fi,MarsAttacks!.jpg,6.3,1996
1785,Marvin's Room,Drama,Marvin'sRoom.jpg,6.7,1996
1786,Mary Reilly,Drama Horror Thriller,MaryReilly.jpg,5.8,1996
1787,Matilda,Children Comedy Fantasy,Matilda.jpg,6.9,1996
1788,Maximum Risk,Action Thriller,MaximumRisk.jpg,5.5,1996
1789,Michael Collins,Drama,MichaelCollins.jpg,7.2,1996
1790,Mission Impossible,Action Adventure Mystery Thriller,MissionImpossible.jpg,7.1,1996
1791,Mr. Wrong,Comedy,Mr.Wrong.jpg,3.9,1996
1792,Mulholland Falls,Crime,MulhollandFalls.jpg,6.3,1996
1793,Multiplicity,Comedy,Multiplicity.jpg,6.1,1996
1794,Muppet Treasure Island,Adventure Children Comedy Musical,MuppetTreasureIsland.jpg,7,1996
1795,My Fellow Americans,Comedy,MyFellowAmericans.jpg,6.5,1996
1796,Mystery Science Theater 3000 The Movie,Comedy Sci-Fi,MysteryScienceTheater3000TheMovie.jpg,7.3,1996
1797,One Fine Day,Drama Romance,OneFineDay.jpg,6.5,1996
1798,Paradise Lost The Child Murders at Robin Hood Hills,Documentary,ParadiseLostTheChildMurdersatRobinHoodHills.jpg,8.3,1996
1799,Phenomenon,Drama Romance,Phenomenon.jpg,6.4,1996
1800,Primal Fear,Crime Thriller,PrimalFear.jpg,7.7,1996
1801,Ransom,Crime Thriller,Ransom.jpg,6.6,1996
1802,Romeo and Juliet,Drama Romance,Romeo+Juliet.jpg,6.7,1996
1803,Scream,Horror,Scream.jpg,6.9,1996
1804,Sgt. Bilko,Comedy,Sgt.Bilko.jpg,5.3,1996
1805,She's the One,Comedy,She'stheOne.jpg,5.7,1996
1806,Shine,Biography Drama Music Romance,Shine.jpg,7.5,1996
1807,Sleepers,Crime,Sleepers.jpg,7.3,1996
1808,Sling Blade,Drama,SlingBlade.jpg,7.8,1996
1809,Space Jam,Animation Fantasy Sci-Fi Sport,SpaceJam.jpg,6,1996
